ttd_drug_id,trade_name,company,therapeutic_class,drug_type,highest_status
D08GYO,,Sigma-Tau Pharmaceuticals,Anticancer Agents,Small molecular drug,Approved
D08HRJ,,Seatrace Pharmaceuticals,Antiemetics,Small molecular drug,Approved
D08HZL,,Allergan Herbert Skin Care Div Allergan Inc,Antihistamines,Small molecular drug,Approved
D08IWD,,Merck,Antihyperplasia Agents,Small molecular drug,Approved
D08JIV,,Dainippon Sumitomo,Antihypertensive Agents,Small molecular drug,Approved
D08KVZ,,Abbott Laboratories,Appetite Depressants,Small molecular drug,Approved
D08LFZ,,Merck & Co,Analgesics,Small molecular drug,Approved
D08LTU,,Lederle Laboratories,Antibiotics,Small molecular drug,Approved
D08MRN,,Merck & Co,Anesthetics,Small molecular drug,Approved
D08NQZ,,Pfizer Inc,Antibiotics,Small molecular drug,Approved
D08PIE,Alunbrig,Ariad Pharmaceuticals/Takeda,,Small molecular drug,Approved
D08PIQ,,Pharmacia And Upjohn Co,Anticancer Agents,Small molecular drug,Approved
D08QME,,Macleods Pharmaceutical. Ltd,Antitubercular Agents,Small molecular drug,Approved
D08RBC,,Forest Laboratories,Antidepressants,Small molecular drug,Approved
D08ROP,,Sanofi-Aventis,Antiinflammatory Agents,Small molecular drug,Approved
D08SEI,,Janssen Pharmaceutica,Antiallergic Agents,Small molecular drug,Approved
D08SJZ,,Roche; GlaxoSmithKline,Bone Density Conservation Agents,Small molecular drug,Approved
D08UMH,,Ovation Pharmaceuticals,Hypnotics and Sedatives,Small molecular drug,Approved
D08USU,,GlaxoSmithKline,Antibiotics,Small molecular drug,Approved
D08VRO,,Janssen Pharmaceutica,Antihypertensive Agents,Small molecular drug,Approved
D08VXO,,Alpharma Us Pharmaceuticals Division,Antiallergic Agents,Small molecular drug,Approved
D08VYV,,Sanofi-Aventis,Antiemetics,Small molecular drug,Approved
D08WYM,,Pfizer Pharmaceuticals,Fertility Agents,Small molecular drug,Approved
D08XAC,,Bristol-Myers Squibb,Antifungal Agents,Small molecular drug,Approved
D08XFV,,West-ward Pharmaceutical Corp,Hypnotics and Sedatives,Small molecular drug,Approved
D09ANG,,Pfizer Pharmaceuticals,Abortifacient Agents,Small molecular drug,Approved
D09BHB,,Ortho Mcneil Janssen Pharmaceuticals Inc,Antiinflammatory Agents,Small molecular drug,Approved
D09CZA,,Alcon Canada Inc,Ophthalmologicals,Small molecular drug,Approved
D09DWL,,King Pharm,Hypnotics and Sedatives,Small molecular drug,Approved
D09EBS,,Schein Pharmaceutical,Nasal Decongestants,Small molecular drug,Approved
D09EGZ,,Medreich Sterilab Ltd,Antimalarials,Small molecular drug,Approved
D09FAZ,,Celgene,Anticancer Agents,Small molecular drug,Approved
D09GFL,,Lederle Laboratories Div American Cyanamid Co,Antiparkinson Agents,Small molecular drug,Approved
D09GOS,,Bayer Pharmaceuticals Corporation,Antifungal Agents,Small molecular drug,Approved
D09GYT,,Glaxosmithkline,Antihypertensive Agents,Small molecular drug,Approved
D09HNR,,Sanofi-Aventis,Antibiotics,Small molecular drug,Approved
D09IMS,,Pierre Fabre SA,Antihistamines,Small molecular drug,Approved
D09JUG,,Cornerstone Therapeutics Inc,Antiinflammatory Agents,Small molecular drug,Approved
D09KDN,,Fujisawa Pharmaceutical Co,Antibiotics,Small molecular drug,Approved
D09KLR,,Teva Pharmaceuticals,Bone Density Conservation Agents,Small molecular drug,Approved
D09LDR,,Genus Pharms,Hypnotics and Sedatives,Small molecular drug,Approved
D09LNI,,Pfizer,Antifungal Agents,Small molecular drug,Approved
D09LWS,,Schering-Plough,Anticholesteremic Agents,Small molecular drug,Approved
D09MGR,,Merck & Co,Antiinflammatory Agents,Small molecular drug,Approved
D09MWJ,,Sanofi-Aventis,Antihypertensive Agents,Small molecular drug,Approved
D09NNA,,Eli Lilly And Co,Anabolic Agents,Small molecular drug,Approved
D09OJQ,,Eli Lilly,Analgesics,Small molecular drug,Approved
D09OLZ,,Merck Serono,Infertility Agents,Small molecular drug,Approved
D09OZC,,Spectrum,Anticancer Agents,Small molecular drug,Approved
D09PNY,,Alcon Laboratories Inc,Diagnostic Agents,Small molecular drug,Approved
D09QEI,,Aventis Pharmaceuticals Inc.,Vasodilator Agents,Small molecular drug,Approved
D09QUQ,,AstraZeneca,Anesthetics,Small molecular drug,Approved
D09QVV,,Mayne Pharma Limited,Anticancer Agents,Small molecular drug,Approved
D09RHQ,,AstraZeneca,Anesthetics,Small molecular drug,Approved
D09TBD,,Hoffmann La Roche Inc,Antiinfective Agents,Small molecular drug,Approved
D09UZO,,Novopharm,Anticancer Agents,Small molecular drug,Approved
D09VGC,,Silesia Laboratories,Antidepressants,Small molecular drug,Approved
D09WYX,Emflaza,PTC Therapeutics,,Small molecular drug,Approved
D09XQF,,Roche Pharmaceuticals,Antitubercular Agents,Small molecular drug,Approved
D09XZB,,AstraZeneca,Anticancer Agents,Small molecular drug,Approved
D09YHJ,,Merck & Co,Antiprotozoal Agents,Small molecular drug,Approved
D09ZIO,,Millennium Pharmaceuticals,Anticoagulants,Small molecular drug,Approved
D09ZIS,,Eisai,Analgesics,Small molecular drug,Approved
D0A0FL,,AstraZeneca,Anesthetics,Small molecular drug,Approved
D0A0OO,,GlaxoSmithKline,Anti-HIV Agents,Small molecular drug,Approved
D0A1CB,,Bristol-Myers Squibb,Antibiotics,Small molecular drug,Approved
D0A1PX,,Abbott Laboratories,Antiinflammatory Agents,Small molecular drug,Approved
D0A2ZX,,Pfizer Pharmaceuticals,Antiinfective Agents,Small molecular drug,Approved
D0A3HB,,AstraZeneca,Hypnotics and Sedatives,Small molecular drug,Approved
D0A4IJ,,GlaxoSmithKline,Anti-HIV Agents,Small molecular drug,Approved
D0A4YE,,Pharmaceutical Research Assoc Inc,Antiinfective Agents,Small molecular drug,Approved
D0A5FM,,NB therapeutics; University of Akron,Bronchodilator Agents,Small molecular drug,Approved
D0A5LH,,Eli Lilly And Co,Antiinfective Agents,Small molecular drug,Approved
D0A6CQ,,Alcon Pharmaceuticals Ltd,Cardiotonic Agents,Small molecular drug,Approved
D0A8XN,,Allen & Handbury,Antihypertensive Agents,Small molecular drug,Approved
D0A9YA,,GSK,Anticancer Agents,Small molecular drug,Approved
D0AA0L,,Organon International,Neuromuscular Nondepolarizing Agents,Small molecular drug,Approved
D0AA2D,,Bayer Pharmaceuticals Corporation,Antifungal Agents,Small molecular drug,Approved
D0AD5C,,Bayer,Hypoglycemic Agents,Small molecular drug,Approved
D0AJ5L,,Janssen Pharmaceutica,Antiallergic Agents,Small molecular drug,Approved
D0AO5H,,GlaxoSmithKline,Antiinfective Agents,Small molecular drug,Approved
D0AP9T,,AstraZeneca,Antibiotics,Small molecular drug,Approved
D0AT8C,,Amgen Inc,Immunomodulatory Agents,Small molecular drug,Approved
D0AV3G,,Janssen Pharmaceutica,Antiemetics,Small molecular drug,Approved
D0AZ3C,,Novartis AG,Anticancer Agents,Small molecular drug,Approved
D0B1EV,,Akorn Inc,Parasympatholytics,Small molecular drug,Approved
D0B2GI,,Sanofi-Aventis,Hypoglycemic Agents,Small molecular drug,Approved
D0B2UZ,,GlaxoSmithKline,Antipsychotic Agents,Small molecular drug,Approved
D0B3HD,,Ben Venue Laboratories,Antihypertensive Agents,Small molecular drug,Approved
D0B4DC,,Schering-Plough,Antifungal Agents,Small molecular drug,Approved
D0B4IF,,Johnson & Johnson,Antifungal Agents,Small molecular drug,Approved
D0B4JQ,,Norvatis Phamaceuticals Corporation,Antiallergic Agents,Small molecular drug,Approved
D0B4TN,,Knoll Pharma,Antiparkinson Agents,Small molecular drug,Approved
D0B5MP,,GlaxoSmithKline,Antiviral Agents,Small molecular drug,Approved
D0B6CC,,Hoffmann La Roche Inc,Antihypertensive Agents,Small molecular drug,Approved
D0B6TW,,Hospira Inc,Anticancer Agents,Small molecular drug,Approved
D0B7EB,,Bristol Myers Squibb Co Pharmaceutical Research Institute,Anticancer Agents,Small molecular drug,Approved
D0B7NG,,Schering-Plough Corporation,Antiallergic Agents,Small molecular drug,Approved
D0B7YT,,Norvatis Phamaceuticals Corporation,Antispasmodics,Small molecular drug,Approved
D0B8UJ,,GlaxoSmithKline,Anticancer Agents,Small molecular drug,Approved
D0B8WN,,GlaxoSmithKline,Antiulcer Agents,Small molecular drug,Approved
D0BA6T,,Ivax pharmaceutical,Antihypertensive Agents,Small molecular drug,Approved
D0BD8D,,Janssen Pharmaceutica,Gastrointestinal Agents,Small molecular drug,Approved
D0BG4W,,Abraxis Pharmaceutical Products,Antiinfective Agents,Small molecular drug,Approved
D0BM5G,,Allergan Pharmaceuticals,Dermatologic Agents,Small molecular drug,Approved
D0BN9X,,Medicure Pharma,Fibrinolytic Agents,Small molecular drug,Approved
D0BV3J,Macrilen,Aeterna Zentaris,,Small molecular drug,Approved
D0BZ7W,,Pfizer Pharmaceuticals,Antispasmodics,Small molecular drug,Approved
D0C1IW,,Pfizer Pharmaceuticals,Oxytocics,Small molecular drug,Approved
D0C2EP,,Hoffmann-La Roche pharmaceutical company,Antihypertensive Agents,Small molecular drug,Approved
D0C2YB,,Pfizer Pharmaceuticals,Antibiotics,Small molecular drug,Approved
D0C4HG,,Abbott Laboratories,Cardiotonic Agents,Small molecular drug,Approved
D0C4LF,Mektovi,Array BioPharma,,Small molecular drug,Approved
D0C5XC,,Norvatis Phamaceuticals Corporation,Antiallergic Agents,Small molecular drug,Approved
D0C6DT,,AstraZeneca,Antiulcer Agents,Small molecular drug,Approved
D0C6NM,,Pfizer Pharmaceuticals,Antihypertensive Agents,Small molecular drug,Approved
D0C8EU,,Schering-Plough,Anticancer Agents,Small molecular drug,Approved
D0C9SY,,Bayer Pharmaceuticals Corporation,Antiimpotence Agents,Small molecular drug,Approved
D0C9XJ,,Pfizer Pharmaceuticals,Anticancer Agents,Small molecular drug,Approved
D0CF2Q,,Janssen Pharmaceutica,Anticancer Agents,Small molecular drug,Approved
D0CL9S,,Idenix,Antiviral Agents,Small molecular drug,Approved
D0CP4E,,Roche Pharmaceuticals,Anticonvulsants,Small molecular drug,Approved
D0CS2F,,Janssen Pharmaceutica,Antidiarrheals,Small molecular drug,Approved
D0CT9C,,Baxter International Inc,Anticancer Agents,Small molecular drug,Approved
D0D1AL,,Janssen Pharmaceutica,Antipsychotic Agents,Small molecular drug,Approved
D0D1DI,,Sepracor phamaceuticals,Bronchodilator Agents,Small molecular drug,Approved
D0D1HA,,Roussel Uclaf,Antibiotics,Small molecular drug,Approved
D0D1HW,,Shire Phamaceuticals,Antithrombotic Agents,Small molecular drug,Approved
D0D1MA,,Novartis Pharmaceuticals Corp,Parasympatholytics,Small molecular drug,Approved
D0D1SG,,Schering Corp Sub Schering Plough Corp,Anticancer Agents,Small molecular drug,Approved
D0D3DU,,Hospira Inc,Anticancer Agents,Small molecular drug,Approved
D0D5SQ,,AstraZeneca,Antihypertensive Agents,Small molecular drug,Approved
D0D5ZJ,Ojjaara,GSK,,Small molecular drug,Approved
D0D7KC,,GSK,Analgesics,Small molecular drug,Approved
D0D7LA,,Bristol-Myers Squibb,Hypoglycemic Agents,Small molecular drug,Approved
D0D8DD,,Janssen Pharmaceutica,Anesthetics,Small molecular drug,Approved
D0D9FV,,3M Pharmaceuticals,Antiparkinson Agents,Small molecular drug,Approved
D0D9HW,,Gilead Sciences,Anti-HIV Agents,Small molecular drug,Approved
D0D9JW,,Laboratorios Syntex SA,Analgesics,Small molecular drug,Approved
D0DD0K,,Merck & Co,Antihypertensive Agents,Small molecular drug,Approved
D0DK8V,,Pfizer Pharmaceuticals,Antiallergic Agents,Small molecular drug,Approved
D0DT5E,,Eli Lilly And Co,Antiinfective Agents,Small molecular drug,Approved
D0DV3O,,Allergan Pharmaceuticals,Antihistamines,Small molecular drug,Approved
D0E0LQ,,Pfizer Pharmaceuticals,Antipsychotic Agents,Small molecular drug,Approved
D0E0OG,,Wyeth Pharmaceuticals,Antianxiety Agents,Small molecular drug,Approved
D0E0WQ,,Schering-Plough,Hypnotics and Sedatives,Small molecular drug,Approved
D0E1WI,,Janssen Pharmaceuticals Inc,Neurology Agents,Small molecular drug,Approved
D0E1XL,,UCB Pharmaceuticals Inc,Anticonvulsants,Small molecular drug,Approved
D0E3FD,,Hoffmann-La Roche pharmaceutical company,Hypnotics and Sedatives,Small molecular drug,Approved
D0E3OF,,Pharmaceutical Research Assoc Inc,Anticoagulants,Small molecular drug,Approved
D0E3RW,,Cornerstone BioPharma,Antibiotics,Small molecular drug,Approved
D0E4DW,,Mylan Laboratories,Anticonvulsants,Small molecular drug,Approved
D0E6BB,Zemdri,Achaogen,,Small molecular drug,Approved
D0E6XR,,Bristol Myers Squibb,Anticancer Agents,Small molecular drug,Approved
D0E7PQ,,Merck,Anticancer Agents,Small molecular drug,Approved
D0E7ZU,Austedo,Teva,,Small molecular drug,Approved
D0E9WL,,Eli Lilly,Antibiotics,Small molecular drug,Approved
D0EC6Q,,3m Pharmaceuticals Inc,Anesthetics,Small molecular drug,Approved
D0ED7U,,Cephalon,Anticonvulsants,Small molecular drug,Approved
D0EP0C,,Pfizer Pharmaceuticals,Diuretics,Small molecular drug,Approved
D0EP8X,,Jazz Pharmaceuticals,Anesthetics,Small molecular drug,Approved
D0EV6T,,Boehriger Ingelheim,Anti-HIV Agents,Small molecular drug,Approved
D0EV8E,,Merz Pharmaceuticals Llc,Antifungal Agents,Small molecular drug,Approved
D0F0YZ,,Oak Pharmaceuticals Inc,Hypnotics and Sedatives,Small molecular drug,Approved
D0F1EX,,GlaxoSmithKline,Antiinflammatory Agents,Small molecular drug,Approved
D0F1LZ,,Actavis Mid Atlantic Llc,Antiinfective Agents,Small molecular drug,Approved
D0F1UL,,Solvay Pharmaceuticals,Progesterones,Small molecular drug,Approved
D0F2PO,,Tocris Bioscience,Antihypertensive Agents,Small molecular drug,Approved
D0F2XQ,,Genzyme Corp,Anticancer Agents,Small molecular drug,Approved
D0F2XV,,Bristol-Myers Squibb Company,Antibiotics,Small molecular drug,Approved
D0F5MT,,GlaxoSmithKline,Anti-HIV Agents,Small molecular drug,Approved
D0F6EO,,AstraZeneca,Antibiotics,Small molecular drug,Approved
D0F6JC,Jesduvroq,GSK,,Small molecular drug,Approved
D0F7NZ,,Merck Sharp And Dohme Corp,Neurology Agents,Small molecular drug,Approved
D0F8CM,,Ortho-McNeil Pharmaceutical,Anticoagulants,Small molecular drug,Approved
D0F8RA,,Purdue Pharma,Bronchodilator Agents,Small molecular drug,Approved
D0F9BY,,Pfizer Pharmaceuticals,Antifungal Agents,Small molecular drug,Approved
D0F9GE,,FISCHER and ROCH,Vasodilator Agents,Small molecular drug,Approved
D0FD0H,,Intelfarm Co.,Antifibrinolytic Agents,Small molecular drug,Approved
D0FL5V,,Fougera Pharmaceuticals Inc,Antiinflammatory Agents,Small molecular drug,Approved
D0FX2Q,Aemcolo,Cosmo Technologies,,Small molecular drug,Approved
D0G1OZ,,Baxter Healthcare Corp Anesthesia Critical Care,Vasoconstrictor Agents,Small molecular drug,Approved
D0G3DL,,Norvatis Phamaceuticals Corporation,Antituberculosis Agents,Small molecular drug,Approved
D0G3PI,,Ligand Pharmaceuticals,Anticancer Agents,Small molecular drug,Approved
D0G3SH,,Axcan Pharma,Cholagogues and Choleretics,Small molecular drug,Approved
D0G4OD,,Wyeth Pharmaceuticals,Antibiotics,Small molecular drug,Approved
D0G5QB,,Janssen Pharmaceutica,Anesthetics,Small molecular drug,Approved
D0G5UB,,Access Pharmaceuticals,Antiulcer Agents,Small molecular drug,Approved
D0G6QF,,AstraZeneca,Anticancer Agents,Small molecular drug,Approved
D0G6SD,,Pfizer Pharmaceuticals,Anti-HIV Agents,Small molecular drug,Approved
D0G6SE,Giapreza,La Jolla Pharmaceutical Company,,Small molecular drug,Approved
D0G7DJ,,Astrazeneca Lp,Neurology Agents,Small molecular drug,Approved
D0G7KJ,,Pharmacia And Upjohn Co,Antiinflammatory Agents,Small molecular drug,Approved
D0G8NN,,Intas Pharma,Antiparkinson Agents,Small molecular drug,Approved
D0G8PA,Prevymis,Merck & Co.,,Small molecular drug,Approved
D0G9IU,,Sanofi-Aventis,Antituberculosis Agents,Small molecular drug,Approved
D0G9YH,,Travenol Laboratories Inc,Anticancer Agents,Small molecular drug,Approved
D0GL7U,,Parke Davis Div Warner Lambert Co,Contraceptive Agents,Small molecular drug,Approved
D0GQ7K,,Hoffmann-La Roche pharmaceutical company,Antimalarials,Small molecular drug,Approved
D0GU4K,,Merck & Co,Antiemetics,Small molecular drug,Approved
D0GV8J,Talzenna,Pfizer,,Small molecular drug,Approved
D0GY5Z,,Bayer Pharmaceuticals Corporation,Analgesics,Small molecular drug,Approved
D0H0HJ,,GlaxoSmithKline plc,Antidepressants,Small molecular drug,Approved
D0H0KB,,Sanofi-Aventis,Anticonvulsants,Small molecular drug,Approved
D0H0ND,,Merck & Co,Anticholesteremic Agents,Small molecular drug,Approved
D0H2SY,,Norvatis Phamaceuticals Corporation,Anesthetics,Small molecular drug,Approved
D0H3HM,,"Bristol-Myers Squibb; Otsuka Pharmaceutical Co., Ltd",Antipsychotic Agents,Small molecular drug,Approved
D0H3MG,,AstraZeneca,Vasoconstrictor Agents,Small molecular drug,Approved
D0H3TD,,Merck & Co,Antibiotics,Small molecular drug,Approved
D0H3WI,,Hoffmann-La Roche pharmaceutical company,Antiviral Agents,Small molecular drug,Approved
D0H4JM,,Palisades Pharmaceuticals Inc,Mydriatics,Small molecular drug,Approved
D0H5DU,,Pfizer Laboratories Div Pfizer Inc,Anticholinergic Agents,Small molecular drug,Approved
D0H7KF,,AstraZeneca,Antipsychotic Agents,Small molecular drug,Approved
D0H8FH,,Servier Laboratories,Antihypertensive Agents,Small molecular drug,Approved
D0H8OH,Sohonos,Ipsen; Roche,,Small molecular drug,Approved
D0HD9K,,Promius Pharma Llc,Antihypertensive Agents,Small molecular drug,Approved
D0HQ6N,,Oak Pharmaceuticals Inc Sub Akorn Inc,Antiparkinson Agents,Small molecular drug,Approved
D0I0EG,,Bristol-Myers Squibb,Antihypertensive Agents,Small molecular drug,Approved
D0I0RJ,,Tornett pharmaceutical,Diuretics,Small molecular drug,Approved
D0I1SK,,Biovail Corporation,Vasodilator Agents,Small molecular drug,Approved
D0I2MK,,AstraZeneca,Antihypertensive Agents,Small molecular drug,Approved
D0I2SD,,Pharmacia And Upjohn Co,Contraceptive Agents,Small molecular drug,Approved
D0I2VK,,Hoffmann-La Roche pharmaceutical company,Antidepressants,Small molecular drug,Approved
D0I4DQ,,Pfizer Pharmaceuticals,Vasodilator Agents,Small molecular drug,Approved
D0I6IB,,Roche Laboratories Inc,Antiinflammatory Agents,Small molecular drug,Approved
D0I7SZ,,Pfizer Pharmaceuticals,Antihypertensive Agents,Small molecular drug,Approved
D0I8DD,,Procter & Gamble,Muscle Relaxants,Small molecular drug,Approved
D0I8FI,,Abbott Laboratories,Cardiotonic Agents,Small molecular drug,Approved
D0I8LU,,Lundbeck pharmaceutical company,Antipsychotic Agents,Small molecular drug,Approved
D0I8RR,,Pfizer Pharmaceuticals,Anticancer Agents,Small molecular drug,Approved
D0ID4Z,,Novartis AG; Isis Pharmaceuticals,Antisense,Small molecular drug,Approved
D0IL7L,,Schering-Plough,Antiinflammatory Agents,Small molecular drug,Approved
D0IT2G,,Swiss Pharma,Antiinflammatory Agents,Small molecular drug,Approved
D0IT2X,,Pfizer Pharmaceuticals,Analgesics,Small molecular drug,Approved
D0IX1A,,Wyeth Ayerst Laboratories,Antihypertensive Agents,Small molecular drug,Approved
D0J0BU,Bevyxxa,Portola Pharmaceuticals,,Small molecular drug,Approved
D0J0ZS,,Pfizer,Analgesics,Small molecular drug,Approved
D0J1MI,,Janssen Pharmaceutica,Antinematodal Agents,Small molecular drug,Approved
D0J1VY,,Norvatis Phamaceuticals Corporation,Antiparkinson Agents,Small molecular drug,Approved
D0J2KV,,Reliant Pharmaceuticals,Antiarrhythmic Agents,Small molecular drug,Approved
D0J2MJ,,Somerset Pharmaceuticals Inc,Neurology Agents,Small molecular drug,Approved
D0J2NK,,Pfizer Pharmaceuticals,Antibiotics,Small molecular drug,Approved
D0J2TN,,Janssen Pharmaceutica,Analgesics,Small molecular drug,Approved
D0J5DC,,Ayerst Laboratories Inc,Antilipemic Agents,Small molecular drug,Approved
D0J5KF,,Roche Pharmaceuticals,Antiemetics,Small molecular drug,Approved
